주체	관계유형	대상
제124조	참조함	제436조
제124조	참조함	제436조
제124조	참조함	제436조
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
증권의 모집 또는 매출, 그 밖의 거래를 위하여 청약의 권유 등을 하려는 자	요구함	법정 방법에 따른 청약 권유
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
전자문서수신자	정의함	전자문서를 받을 자
증권신고인 또는 발행인	허용함	투자설명서 사용
증권신고인 또는 발행인	허용함	투자설명서 사용
투자설명서 사용	근거함	제120조제1항
투자설명서 사용	근거함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
제124조	참조함	제120조제1항
증권신고서의 수리	근거함	제120조제1항
증권신고서의 수리	근거함	제120조제1항
발행인	허용함	예비투자설명서의 사용
발행인	허용함	예비투자설명서의 사용
예비투자설명서	정의함	신고의 효력이 발생되지 아니한 사실을 덧붙여 적은 투자설명서
예비투자설명서	정의함	신고의 효력이 발생되지 아니한 사실을 덧붙여 적은 투자설명서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
간이투자설명서	정의함	투자설명서에 기재하여야 할 사항 중 그 일부를 생략하거나 중요한 사항만을 발췌하여 기재 또는 표시한 문서
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
발행인	허용함	간이투자설명서 사용
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
집합투자증권	예외로함	제124조제2항
제124조제2항을 위반한 자	처벌대상임	제124조제2항
제124조	상위조항	제124조제2항
제124조제2항 위반(제24호)	참조함	제124조제2항
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
금융투자업자 등	요구함	집합투자증권의 간이투자설명서 교부 및 사용
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	예외로함	투자자가 제123조에 따른 투자설명서의 사용을 별도로 요청하는 경우
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
제124조	참조함	제124조 제1항 및 제3항
금융투자업자 등(공시의무자)	요구함	투자설명서 별도 요청 가능성 고지 의무
금융투자업자 등(공시의무자)	요구함	투자설명서 별도 요청 가능성 고지 의무
금융위원회의 행정적 조치	근거함	제123조 관련 조항
금융위원회의 행정적 조치	근거함	제123조 관련 조항
투자자	허용함	투자설명서 별도 요청
투자자	허용함	투자설명서 별도 요청
특허권자 또는 전용실시권자	허용함	손해배상 청구
특허권자 또는 전용실시권자	허용함	손해배상 청구
특허권자 또는 전용실시권자	허용함	손해배상 청구
특허권자 또는 전용실시권자	허용함	손해배상 청구
특허권자 또는 전용실시권자	허용함	손해배상 청구
매수인	예외로함	손해배상 청구
정보주체	허용함	손해배상 청구
제126조	정의함	손해배상액의 산정 방식
제126조	정의함	손해배상액의 산정 방식
제126조	정의함	손해배상액의 산정 방식
제126조	정의함	손해배상액의 산정 방식
제126조	정의함	손해배상액의 산정 방식
물건의 양도수량에 단위수량당 이익액을 곱한 금액	간주함	특허권자 또는 전용실시권자의 손해액
물건의 양도수량에 단위수량당 이익액을 곱한 금액	간주함	특허권자 또는 전용실시권자의 손해액
물건의 양도수량에 단위수량당 이익액을 곱한 금액	간주함	특허권자 또는 전용실시권자의 손해액
물건의 양도수량에 단위수량당 이익액을 곱한 금액	간주함	특허권자 또는 전용실시권자의 손해액
물건의 양도수량에 단위수량당 이익액을 곱한 금액	간주함	특허권자 또는 전용실시권자의 손해액
특허권자 또는 전용실시권자	허용함	침해행위로 인하여 입은 손해의 배상 청구
특허권자 또는 전용실시권자	허용함	침해행위로 인하여 입은 손해의 배상 청구
특허권자 또는 전용실시권자	허용함	침해행위로 인하여 입은 손해의 배상 청구
특허권자 또는 전용실시권자	허용함	침해행위로 인하여 입은 손해의 배상 청구
특허권자 또는 전용실시권자	허용함	침해행위로 인하여 입은 손해의 배상 청구
제126조	추정함	청구권자가 해당 증권을 취득하기 위해 실제로 지급한 금액에서 각 호의 금액을 뺀 잔액
제126조	추정함	청구권자가 해당 증권을 취득하기 위해 실제로 지급한 금액에서 각 호의 금액을 뺀 잔액
제126조	추정함	청구권자가 해당 증권을 취득하기 위해 실제로 지급한 금액에서 각 호의 금액을 뺀 잔액
제126조	추정함	청구권자가 해당 증권을 취득하기 위해 실제로 지급한 금액에서 각 호의 금액을 뺀 잔액
제126조	추정함	청구권자가 해당 증권을 취득하기 위해 실제로 지급한 금액에서 각 호의 금액을 뺀 잔액
제126조	근거함	제125조
제126조	근거함	제125조
제126조	근거함	제125조
제126조	근거함	제125조
제126조	근거함	제125조
제126조	참조함	제125조
제126조	참조함	제125조
제126조	참조함	제125조
제126조	참조함	제125조
제126조	참조함	제125조
법원 또는 손해배상책임자	요구함	손해배상액의 산정
법원 또는 손해배상책임자	요구함	손해배상액의 산정
법원 또는 손해배상책임자	요구함	손해배상액의 산정
법원 또는 손해배상책임자	요구함	손해배상액의 산정
법원 또는 손해배상책임자	요구함	손해배상액의 산정
제126조	정의함	추정처분가격
제126조	정의함	추정처분가격
제126조	정의함	추정처분가격
제126조	정의함	추정처분가격
제126조	정의함	추정처분가격
제126조	추정함	손해배상액
제126조	추정함	손해배상액
제126조	추정함	손해배상액
제126조	추정함	손해배상액
제126조	추정함	손해배상액
제126조 제2항	예외로함	제126조 제1항
제126조 제2항	예외로함	제126조 제1항
제126조 제2항	예외로함	제126조 제1항
제126조 제2항	예외로함	제126조 제1항
제126조 제2항	예외로함	제126조 제1항
제125조에 따라 배상책임을 질 자	면제함	인과관계가 없음이 증명된 부분에 대한 배상책임
제125조에 따라 배상책임을 질 자	면제함	인과관계가 없음이 증명된 부분에 대한 배상책임
제125조에 따라 배상책임을 질 자	면제함	인과관계가 없음이 증명된 부분에 대한 배상책임
제125조에 따라 배상책임을 질 자	면제함	인과관계가 없음이 증명된 부분에 대한 배상책임
제125조에 따라 배상책임을 질 자	면제함	인과관계가 없음이 증명된 부분에 대한 배상책임
제126조	예외로함	제125조에 따른 배상책임
제126조	예외로함	제125조에 따른 배상책임
제126조	예외로함	제125조에 따른 배상책임
제126조	예외로함	제125조에 따른 배상책임
제126조	예외로함	제125조에 따른 배상책임
제127조	참조함	제128조
손해배상의 청구권	근거함	제128조
제127조	정의함	배상청구권의 소멸시효
피해자 또는 그 법정대리인	요구함	손해배상의 청구권 행사 기간 준수
제126조	정의함	배상책임의 소멸시효
제126조	정의함	배상책임의 소멸시효
제126조	정의함	배상책임의 소멸시효
제126조	정의함	배상책임의 소멸시효
제126조	정의함	배상책임의 소멸시효
제126조	면제함	제125조에 따른 배상의 책임
제126조	면제함	제125조에 따른 배상의 책임
제126조	면제함	제125조에 따른 배상의 책임
제126조	면제함	제125조에 따른 배상의 책임
제126조	면제함	제125조에 따른 배상의 책임
증권신고의 효력이 발생한 증권의 발행인	요구함	증권발행실적보고서 제출
증권신고의 효력이 발생한 증권의 발행인	요구함	증권발행실적보고서 제출
제124조제2항제3호	정의함	증권발행실적보고서
제124조제2항제3호	정의함	증권발행실적보고서
제124조제2항제3호	정의함	증권발행실적보고서
제124조제2항제3호	정의함	증권발행실적보고서
증권발행실적보고서	정의함	발행실적에 관한 보고서
증권발행실적보고서	정의함	발행실적에 관한 보고서
제128조	위임함	금융위원회가 정하여 고시하는 방법
제128조	위임함	금융위원회가 정하여 고시하는 방법
제143조	위임함	금융위원회가 정하여 고시하는 방법
제143조	위임함	금융위원회가 정하여 고시하는 방법
제259조제4항	위임함	금융위원회가 정하여 고시하는 방법
제259조제4항	위임함	금융위원회가 정하여 고시하는 방법
금융위원회	권한을가짐	증권발행실적보고서 제출 방법 고시
금융위원회	권한을가짐	증권발행실적보고서 제출 방법 고시
금융위원회	요구함	증권신고서 및 정정신고서의 비치 및 공시
금융위원회	요구함	투자설명서의 비치 및 공시
금융위원회	허용함	대통령령으로 정하는 사항의 비치 및 공시 제외
제124조제2항제3호	근거함	증권발행실적보고서 제출 의무
제124조제2항제3호	근거함	증권발행실적보고서 제출 의무
제124조제2항제3호	근거함	증권발행실적보고서 제출 의무
제124조제2항제3호	근거함	증권발행실적보고서 제출 의무
제130조	참조함	제119조제1항
제130조	참조함	제119조제1항
제132조	참조함	제119조제1항
제132조	참조함	제119조제1항
제132조	참조함	제119조제1항
제132조	참조함	제119조제1항
제132조	참조함	제119조제1항
제119조의2	참조함	제119조제1항
제119조의2	참조함	제119조제1항
제119조제1항에 따라 신고서를 제출하지 아니하고 증권의 모집 또는 매출을 하려는 자	요구함	모집 또는 매출에 관한 사항을 금융위원회에 신고
제119조제1항에 따라 신고서를 제출하지 아니하고 증권의 모집 또는 매출을 하려는 자	요구함	모집 또는 매출에 관한 사항을 금융위원회에 신고
제130조	예외로함	제119조제1항에 따른 신고서 제출 의무
제130조	예외로함	제119조제1항에 따른 신고서 제출 의무
제119조제1항에 따른 신고서를 제출하지 아니하고 증권을 모집 또는 매출하는 발행인	요구함	재무상태에 관한 사항의 공시 및 대통령령으로 정하는 조치 이행
제119조제1항에 따른 신고서를 제출하지 아니하고 증권을 모집 또는 매출하는 발행인	요구함	재무상태에 관한 사항의 공시 및 대통령령으로 정하는 조치 이행
제119조제1항에 따른 신고서를 제출하지 아니하고 증권을 모집 또는 매출하는 발행인	요구함	재무상태에 관한 사항의 공시 및 대통령령으로 정하는 조치 이행
제119조제1항에 따른 신고서를 제출하지 아니하고 증권을 모집 또는 매출하는 발행인	요구함	재무상태에 관한 사항의 공시 및 대통령령으로 정하는 조치 이행
제119조제1항에 따른 신고서를 제출하지 아니하고 증권을 모집 또는 매출하는 발행인	요구함	재무상태에 관한 사항의 공시 및 대통령령으로 정하는 조치 이행
금융위원회	허용함	증권신고의 신고인, 발행인, 매출인, 인수인 등에 대한 보고 또는 자료 제출 명령
금융위원회	허용함	증권신고의 신고인, 발행인, 매출인, 인수인 등에 대한 보고 또는 자료 제출 명령
금융위원회	허용함	증권신고의 신고인, 발행인, 매출인, 인수인 등에 대한 보고 또는 자료 제출 명령
금융위원회	허용함	금융감독원장에 대한 장부·서류 및 그 밖의 물건 조사 지시
금융위원회	허용함	금융감독원장에 대한 장부·서류 및 그 밖의 물건 조사 지시
금융위원회	허용함	금융감독원장에 대한 장부·서류 및 그 밖의 물건 조사 지시
금융위원회	권한을가짐	투자자 보호를 위한 보고 명령 및 조사 권한
금융위원회	권한을가짐	투자자 보호를 위한 보고 명령 및 조사 권한
금융위원회	권한을가짐	투자자 보호를 위한 보고 명령 및 조사 권한
조사를 하는 자	요구함	권한을 표시하는 증표 휴대 및 관계인에게 제시
제141조	준용함	제131조제2항
제141조	준용함	제131조제2항
제141조	준용함	제131조제2항
제141조	준용함	제131조제2항
제151조제2항	준용함	제131조제2항
제151조제2항	준용함	제131조제2항
제151조제2항	참조함	제131조제2항
제151조제2항	참조함	제131조제2항
제153조제2항	준용함	제131조제2항
제164조	준용함	제131조제2항
제164조	준용함	제131조제2항
제164조	준용함	제131조제2항
제131조제2항	참조함	제131조제1항
금융위원회	권한을가짐	사실 공고 및 정정 명령
금융위원회	권한을가짐	사실 공고 및 정정 명령
금융위원회	권한을가짐	사실 공고 및 정정 명령
금융위원회	권한을가짐	사실 공고 및 정정 명령
금융위원회	권한을가짐	사실 공고 및 정정 명령
금융위원회	허용함	사실 공고 및 정정 명령
금융위원회	허용함	사실 공고 및 정정 명령
금융위원회	허용함	사실 공고 및 정정 명령
금융위원회	허용함	사실 공고 및 정정 명령
금융위원회	허용함	증권의 발행·모집·매출 및 거래의 정지 또는 금지
금융위원회	허용함	증권의 발행·모집·매출 및 거래의 정지 또는 금지
금융위원회	허용함	증권의 발행·모집·매출 및 거래의 정지 또는 금지
금융위원회	허용함	증권의 발행·모집·매출 및 거래의 정지 또는 금지
금융위원회	허용함	증권의 발행·모집·매출 및 거래의 정지 또는 금지
금융위원회	권한을가짐	대통령령으로 정하는 조치
금융위원회	권한을가짐	대통령령으로 정하는 조치
금융위원회	권한을가짐	대통령령으로 정하는 조치
금융위원회	권한을가짐	대통령령으로 정하는 조치
금융위원회	권한을가짐	대통령령으로 정하는 조치
금융위원회	허용함	대통령령으로 정하는 조치
금융위원회	허용함	대통령령으로 정하는 조치
금융위원회	허용함	대통령령으로 정하는 조치
금융위원회	허용함	대통령령으로 정하는 조치
증권신고의 신고인, 증권의 발행인·매출인·인수인 또는 주선인	요구함	금융위원회의 정정 명령 및 조치 준수
증권신고의 신고인, 증권의 발행인·매출인·인수인 또는 주선인	요구함	금융위원회의 정정 명령 및 조치 준수
증권신고의 신고인, 증권의 발행인·매출인·인수인 또는 주선인	요구함	금융위원회의 정정 명령 및 조치 준수
증권신고의 신고인, 증권의 발행인·매출인·인수인 또는 주선인	요구함	금융위원회의 정정 명령 및 조치 준수
증권신고의 신고인, 증권의 발행인·매출인·인수인 또는 주선인	요구함	금융위원회의 정정 명령 및 조치 준수
증권의 발행인 또는 판매자	금지함	투자설명서 공시 의무를 위반한 증권의 취득 또는 매수의 청약에 대한 승낙
증권의 발행인 또는 판매자	금지함	투자설명서 공시 의무를 위반한 증권의 취득 또는 매수의 청약에 대한 승낙
증권의 발행인 또는 판매자	금지함	투자설명서 공시 의무를 위반한 증권의 취득 또는 매수의 청약에 대한 승낙
증권의 발행인 또는 판매자	금지함	투자설명서 공시 의무를 위반한 증권의 취득 또는 매수의 청약에 대한 승낙
제121조	참조함	투자설명서 관련 규정
제121조	참조함	투자설명서 관련 규정
제121조	참조함	투자설명서 관련 규정
제121조	참조함	투자설명서 관련 규정
금융위원회	권한을가짐	제121조 위반 여부에 관한 보고 명령 및 조사
금융위원회	권한을가짐	제121조 위반에 따른 조치
금융위원회	권한을가짐	제121조 위반에 따른 조치
금융위원회	권한을가짐	제121조 위반에 따른 조치
금융위원회	권한을가짐	제121조 위반에 따른 조치
금융위원회	권한을가짐	제121조 위반에 따른 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
금융위원회	권한을가짐	제123조에 따른 정정명령 및 조치
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
발행인	요구함	정정신고서 제출 의무
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	금지함	제124조의 규정을 위반한 예비투자설명서 또는 간이투자설명서에 의한 증권 거래
금융위원회	권한을가짐	제124조 위반 행위에 대한 조치 및 기준 설정
금융위원회	권한을가짐	제124조 위반 행위에 대한 조치 및 기준 설정
금융위원회	권한을가짐	제124조 위반 행위에 대한 조치 및 기준 설정
금융위원회	권한을가짐	제124조 위반 행위에 대한 조치 및 기준 설정
금융위원회	권한을가짐	제124조 위반 행위에 대한 조치 및 기준 설정
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
증권의 모집ㆍ매출, 그 밖의 거래를 하는 자	처벌대상임	제124조 위반에 따른 금융위원회의 조치
제124조제2항	금지함	예비투자설명서 또는 간이투자설명서에 의한 증권 거래 제한 위반 행위
공개매수자 또는 관련 당사자	요구함	제130조에 따른 조치
공개매수자 또는 관련 당사자	요구함	제130조에 따른 조치
제130조에 따른 조치를 하여야 하는 자	요구함	제130조에 따른 조치
제130조	참조함	제2장 기업의 인수ㆍ합병 관련제도 제1절 공개매수
제130조	참조함	제2장 기업의 인수ㆍ합병 관련제도 제1절 공개매수
제134조	참조함	제133조
제134조	참조함	제133조
제134조	참조함	제133조
제134조	참조함	제133조
제134조	참조함	제133조
제134조	참조함	제133조
제134조	참조함	제133조
제145조	참조함	제133조
제145조	참조함	제133조
제145조	참조함	제133조
제133조	정의함	공개매수
제133조	정의함	공개매수사무취급자
증권시장 밖에서 주식등을 매수하여 본인과 특별관계자의 보유 합계가 5% 이상이 되는 자	요구함	공개매수 방식으로 매수하여야 함
제145조	근거함	제133조제3항
제145조	근거함	제133조제3항
제145조	근거함	제133조제3항
제139조제2항	참조함	제133조제3항
해당 법령 조항	참조함	제133조제3항
해당 법령 조항	참조함	제133조제3항
해당 법령 조항	근거함	제133조제3항
해당 법령 조항	근거함	제133조제3항
대통령령으로 정하는 매수등의 경우	예외로함	공개매수 외의 방법으로 매수등을 할 수 있음
대통령령으로 정하는 매수	간주함	증권시장 밖에서 행하여진 것
공개매수를 하고자 하는 자	요구함	공개매수공고
공개매수를 하고자 하는 자	요구함	공개매수공고
제134조제1항	정의함	공개매수공고
제134조제1항	정의함	공개매수공고
공개매수자	요구함	공개매수공고
공개매수자	요구함	공개매수공고
공개매수자	요구함	공개매수공고
공개매수자	요구함	공개매수공고
공개매수자	요구함	공개매수공고
공개매수자	요구함	공개매수공고
제134조제5항	참조함	제134조제1항
제134조제6항	참조함	제134조제1항
제141조	참조함	제134조제1항
제141조	참조함	제134조제1항
제141조	참조함	제134조제1항
제141조	참조함	제134조제1항
제134조제2항	정의함	공개매수자
제134조제2항	정의함	공개매수자
공개매수자	요구함	공개매수신고서 제출
공개매수자	요구함	공개매수신고서 제출
공개매수신고서를 제출하지 아니한 자	요구함	공개매수신고서 제출
공개매수신고서를 제출하지 아니한 자	요구함	공개매수신고서 제출
제134조제2항	요구함	공개매수신고서 제출
제134조제2항	요구함	공개매수신고서 제출
공개매수자	요구함	금융위원회와 거래소에 신고서 제출
공개매수자	요구함	금융위원회와 거래소에 신고서 제출
제141조	참조함	제134조제2항
제141조	참조함	제134조제2항
제141조	참조함	제134조제2항
제141조	참조함	제134조제2항
제134조제1항	참조함	제134조제2항
제134조제1항	참조함	제134조제2항
공개매수신고서 제출 의무 위반	근거함	제134조제2항
공개매수신고서 제출 의무 위반	근거함	제134조제2항
공개매수신고서를 제출하지 아니한 자	참조함	제134조제2항
공개매수신고서를 제출하지 아니한 자	참조함	제134조제2항
공개매수신고서	근거함	제134조제2항
공개매수신고서	근거함	제134조제2항
제134조제2항	정의함	공개매수신고서
제134조제2항	정의함	공개매수신고서
공개매수자	요구함	공개매수신고서
공개매수자	요구함	공개매수신고서
공개매수자	요구함	공개매수신고서
공개매수자	요구함	공개매수신고서
공개매수자	요구함	공개매수신고서
공개매수자	요구함	공개매수신고서
제134조제2항	허용함	공휴일인 경우 다음 날 제출
제134조제2항	허용함	공휴일인 경우 다음 날 제출
제135조	참조함	제134조
제135조	참조함	제134조
제135조	참조함	제134조
제135조	참조함	제134조
제135조	참조함	제134조
제136조	참조함	제134조
제136조	참조함	제134조
제136조	참조함	제134조
제136조	참조함	제134조
제136조	참조함	제134조
제136조	참조함	제134조
제134조제1항제5호	참조함	제134조
제137조제1항	참조함	제134조
제137조제1항	참조함	제134조
제137조제1항	참조함	제134조
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공시 방법 준수
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 및 첨부서류 제출
공개매수자	요구함	공개매수신고서 사본의 송부
공개매수자	요구함	공개매수신고서 사본의 송부
공개매수자	요구함	공개매수신고서 사본의 송부
공개매수자	요구함	공개매수신고서 사본의 송부
공개매수자	요구함	공개매수신고서 사본의 송부
공개매수자	요구함	공개매수할 주식등의 발행인에게 송부
공개매수자	요구함	공개매수할 주식등의 발행인에게 송부
공개매수자	요구함	공개매수할 주식등의 발행인에게 송부
공개매수자	요구함	공개매수할 주식등의 발행인에게 송부
공개매수자	요구함	공개매수할 주식등의 발행인에게 송부
제134조제1항제5호	근거함	제136조
제134조제6항	참조함	제136조
제141조	근거함	제136조
제141조	근거함	제136조
제141조	근거함	제136조
제141조	근거함	제136조
제146조	근거함	제136조
제146조	근거함	제136조
제136조제6항	참조함	제136조
제136조제6항	참조함	제136조
제136조제6항	참조함	제136조
제136조제6항	참조함	제136조
제139조제3항	참조함	제136조
제139조제3항	참조함	제136조
제139조제3항	참조함	제136조
제139조제3항	참조함	제136조
제164조제2항	참조함	제136조
제164조제2항	참조함	제136조
제164조제2항	참조함	제136조
정정신고서	근거함	제136조
정정신고서	근거함	제136조
정정신고서	근거함	제136조
정정신고서	근거함	제136조
정정신고서	근거함	제136조
정정신고서	근거함	제136조
공개매수기간 종료일	간주함	정정신고서를 제출한 날부터 10일이 경과한 날
제134조제1항제5호	예외로함	공개매수기간 종료일의 연장
공개매수자	요구함	정정 사실 및 내용의 공고
정정 사실 및 내용의 공고 의무	근거함	제134조제5항
제134조제6항	참조함	제134조제5항
제134조제5항	참조함	제134조제3항
공개매수자	요구함	공개매수할 주식등의 발행인에게 정정신고서 사본 송부
제134조	상위조항	제134조제6항
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 작성 및 금융위원회·거래소 제출
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 작성 및 금융위원회·거래소 제출
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 작성 및 금융위원회·거래소 제출
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 지정 장소 비치 및 일반인 열람 제공
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 지정 장소 비치 및 일반인 열람 제공
공개매수자(공개매수사무취급자 포함)	요구함	공개매수설명서의 지정 장소 비치 및 일반인 열람 제공
제137조제1항	위임함	대통령령 (공개매수설명서 작성 방법)
제137조제1항	위임함	대통령령 (공개매수설명서 작성 방법)
제137조제1항	위임함	대통령령 (공개매수설명서 작성 방법)
