article_number	structural_index	entity_type	concept	subject	action	object	legal_force	full_text
제114조의3	[]	PROCEDURE	상각형 조건부자본증권	상각형 조건부자본증권	발행	자본시장과 금융투자업에 관한 법률		제114조의3(상각형 조건부자본증권 및 보험회사주식 전환형 조건부자본증권의 발행절차 등) ① 상각형 조건부자본증 권의 발행 등에 관하여는 「자본시장과 금융투자업에 관한 법률」
제165조의11제2항	[None, None, 165, 2]							제165조의11제2항 및
제314조제8항	[]	PROCEDURE	보험회사주식 전환형 조건부자본증권	제314조제8항	준용	자본시장과 금융투자업에 관한 법률	MANDATORY	제314조제8항을 준용한다. ② 보험회사주식 전환형 조건부자본증권의 발행 등에 관하여는 「자본시장과 금융투자업에 관한 법률」
제165조의 6	[None, None, 165, 6]							제165조의 6제1항ㆍ제2항ㆍ제4항,
제165조의9	[]							
제165조의11제2항	[]							제165조의11제2항 및
제314조제8항	[]	REGULATION	준용		준용	제314조제8항	MANDATORY	제314조제8항을 준용한다.
제114조의4	[]	PROCEDURE	전환형 조건부자본증권 발행절차	주권비상장보험회사	발행	금융지주회사주식 전환형 조건부자본증권	MANDATORY	제114조의4(금융지주회사주식 전환형 조건부자본증권의 발행절차 등) ① 주권비상장보험회사가 금융지주회사주식 전 환형 조건부자본증권을 발행하려면 주권비상장보험회사 및 상장금융지주회사는 각각의 정관으로 정하는 바에 따라 금융지주회사주식 전환형 조건부자본증권의 총액 등 대통령령으로 정하는 사항을 포함한 주식교환계약서를 작성하 여 다음 각 호의 구분에 따른 절차를 거쳐야 한다. 1. 주권비상장보험회사의 경우 : 이사회의 의결 2. 상장금융지주회사의 경우 : 이사회의 의결과 「상법」
제434조	[]	REGULATION	전환형 조건부자본증권	주권비상장보험회사	발행	전환형 조건부자본증권	MANDATORY	제434조에 따른 주주총회의 결의 ② 주권비상장보험회사는 금융지주회사주식 전환형 조건부자본증권을 발행하는 경우 「주식ㆍ사채 등의 전자등록 에 관한 법률」
제2조제2호	[]	REGULATION	전자등록	주권비상장보험회사 및 상장금융지주회사	발행	금융지주회사주식 전환형 조건부자본증권	MANDATORY	제2조제2호에 따른 전자등록의 방법으로 발행하여야 한다. ③ 주권비상장보험회사 및 상장금융지주회사는 주권비상장보험회사가 금융지주회사주식 전환형 조건부자본증권을 발행한 경우 「상법」
Unknown	[]	REGULATION	Unknown					제476조에 따른 납입이 완료된 날부터 2주일 이내에 각각의 본점 소재지에서 금융지주회사주 식 전환형 조건부자본증권의 총액 등 대통령령으로 정하는 사항을 등기하여야 한다. ④ 제1항제2호에 따른 이사회의 의결이 있는 경우 그 의결에 반대하는 상장금융지주회사의 주주가 주주총회 전에 상장금융지주회사에 대하여 서면으로 그 의결에 반대하는 의사를 통지한 경우에는 그 주주총회의 결의일부터 20일 이내에 주식의 종류와 수를 적은 서면으로 상장금융지주회사에 대하여 자기가 소유하고 있는 주식의 매수를 청구 할 수 있다. 이 경우 주식의 매수기간 및 매수가액의 결정 등에 관하여는 「상법」
제374조의2	[]	REGULATION	전환 및 교환	주권비상장보험회사 및 상장금융지주회사	유보	주식	MANDATORY	제374조의2제2항부터 제5항까지 의 규정을 준용한다. ⑤ 주권비상장보험회사 및 상장금융지주회사는 주권비상장보험회사가 금융지주회사주식 전환형 조건부자본증권을 발행하는 날부터 제6항에 따른 효력발생일과 만기일 중 먼저 도래하는 날까지 전환 및 교환으로 인하여 새로 발행 할 주식의 수를 유보하여야 한다. ⑥ 금융지주회사주식 전환형 조건부자본증권의 주권비상장보험회사 주식으로의 전환 및 그 전환된 주식의 상장금 융지주회사 주식과의 교환은 예정사유가 발생한 날부터 15영업일 이내에 대통령령으로 정하는 날에 그 효력이 발 생한다. ⑦ 「상법」
제355조제1항	[]	REGULATION	주권 발행	주권비상장보험회사	발행	주권	PERMISSIVE	제355조제1항에도 불구하고 주권비상장보험회사는 제6항에 따른 효력이 발생하는 경우에도 주권을 발행하지 아니할 수 있다.
제2조제1항제1호	[]	REGULATION	전환형 조건부자본증권	주권비상장보험회사 및 상장금융지주회사	변경등기	금융지주회사주식 전환형 조건부자본증권	MANDATORY	제2조제1항제1호에 따른 지배를 말한다)하지 아니하게 된 때에는 그 때까지 발행된 금융지주회사주식 전환형 조건부자본증권 중 예정사유가 발생하지 아니한 금융지주회사주식 전환형 조건 부자본증권은 예정사유 및 전환의 조건이 동일한 보험회사주식 전환형 조건부자본증권으로 변경되는 것으로 본다. 다만, 제1항에 따른 주식교환계약서에서 달리 정한 경우에는 그러하지 아니하다. ⑨ 주권비상장보험회사 및 상장금융지주회사는 금융지주회사주식 전환형 조건부자본증권의 변경등기를 다음 각 호의 구분에 따라 각각의 본점 소재지에서 하여야 한다. 1. 제6항에 따른 전환ㆍ교환으로 인한 변경등기: 같은 항에 따른 효력발생일부터 2주일 이내 2. 제8항에 따른 변경으로 인한 변경등기: 같은 항에 따라 변경되는 날부터 2주일 이내 법제처 31 국가법령정보센터 보험업법 ⑩ 금융지주회사주식 전환형 조건부자본증권의 발행에 관하여는 「상법」
Unknown	[]	REGULATION	Unknown					제424조,
제424조의2	[]							제424조의2 및
Unknown	[]	REGULATION	Unknown					제429조부터
Unknown	[]	REGULATION	Unknown					제 432조까지의 규정과 「자본시장과 금융투자업에 관한 법률」
제165조의6	[]							제165조의6제1항ㆍ제2항ㆍ제4항,
제165조의9	[]							제165조의9 및
제 314조제8항	[]	REGULATION	전환 및 교환	금융지주회사주식 전환형 조건부자본증권	전환 및 교환	주권비상장보험회사 주식	MANDATORY	제 314조제8항을 준용하며, 금융지주회사주식 전환형 조건부자본증권의 주권비상장보험회사 주식으로의 전환 및 그 전환된 주식의 상장금융지주회사 주식과의 교환에 관하여는 「상법」
제339조	[]							
제348조	[]							
제350조제2항	[]							
제360조의4	[]							제360조의4,
제360조의7	[]							제360조의7,
제360조의11	[]							제360조의11,
제360조의12	[]							제360조의12 및
제360조의14	[None, None, 360, 14]	REGULATION	정관에 규정하여야 하는 사항	대통령령	정한다	정관에 규정하여야 하는 사항	MANDATORY	제360조의14를 준용한다. ⑪ 제1항부터 제10항까지에서 규정한 사항 외에 정관에 규정하여야 하는 사항, 예정사유의 구체적인 기준, 그 밖에 금융지주회사주식 전환형 조건부자본증권의 발행 등에 필요한 세부 사항은 대통령령으로 정한다. [본조신설 2022. 12. 31.]
제114조의5	[]	REGULATION	의결권 제한					제114조의5(의결권 제한 등) ①
제114조의2제1항제2호 및 제3호	[]	REGULATION	주식 전환	보험회사	전환	주식	MANDATORY	제114조의2제1항제2호 및 제3호에 따라 보험회사 또는 상장금융지주회사 주식으로 전 환되어 「금융회사의 지배구조에 관한 법률」
제2조제6호	[]	DEFINITION	대주주	대주주가 되는 자	되는	같은 법	DEFINITIONAL	제2조제6호에 따른 대주주가 되는 자는 같은 법
제31조제2항	[None, None, 31, 2]	REGULATION	의결권 행사 제한 및 지배구조 준수	대주주가 되는 자	행사하지 못하고 준수해야 한다	의결권 및 금융회사의 지배구조에 관한 법률	MANDATORY	제31조제2항에 따른 금 융위원회의 승인을 받을 때까지는 같은 조 제4항에 따라 그 의결권을 행사하지 못한다. ② 제1항에서 대주주가 되는 자는 주식 전환일로부터 1개월 이내에 「금융회사의 지배구조에 관한 법률」
제31조제 2항	[]	REGULATION	승인 신청	주식	신청	승인	MANDATORY	제31조제 2항에 따라 금융위원회에 승인을 신청하여야 한다. ③ 금융위원회는 제1항에 따른 승인을 받지 못하거나, 제2항에 따라 승인을 신청하지 아니한 주식에 대하여 「금융 회사의 지배구조에 관한 법률」
제31조	[None, 2, 31, None]	REGULATION	기간 정하기		명할	처분	PERMISSIVE	제31조에 따라 6개월 이내의 기간을 정하여 처분을 명할 수 있다.
제115조	[None, None, 115, None]	REGULATION	자회사 소유	보험회사	소유	회사	PERMISSIVE	제115조(자회사의 소유) ① 보험회사는 다음 각 호의 어느 하나에 해당하는 업무를 주로 하는 회사를 금융위원회의 승 인을 받아 자회사로 소유할 수 있다. 다만, 그 주식의 소유에 대하여 금융위원회로부터 승인 등을 받은 경우 또는 금 융기관의 설립근거가 되는 법률에 따라 금융위원회로부터 그 주식의 소유에 관한 사항을 요건으로 설립 허가ㆍ인가 등을 받은 경우에는 승인을 받은 것으로 본다. <개정 2015. 3. 11., 2020. 2. 4., 2020. 12. 8.> 1. 「금융산업의 구조개선에 관한 법률」
제2조제1호	[]	REGULATION	보험회사의 자회사 소유 및 보고	보험회사	보고하여야 한다	자회사	MANDATORY	제2조제1호에 따른 금융기관이 경영하는 금융업 2. 「신용정보의 이용 및 보호에 관한 법률」에 따른 신용정보업 및 채권추심업 3. 보험계약의 유지ㆍ해지ㆍ변경 또는 부활 등을 관리하는 업무 4. 그 밖에 보험업의 건전성을 저해하지 아니하는 업무로서 대통령령으로 정하는 업무 ② 제1항 본문에도 불구하고 보험회사는 보험업의 경영과 밀접한 관련이 있는 업무 등으로서 대통령령으로 정하는 업무를 주로 하는 회사를 미리 금융위원회에 신고하고 자회사로 소유할 수 있다.<신설 2020. 12. 8.> ③ 제1항 본문에도 불구하고 보험회사는 자산운용과 밀접한 관련이 있는 업무로서 대통령령으로 정하는 업무를 주로 하는 회사를 금융위원회의 승인을 받지 아니하고 자회사로 소유할 수 있다. 이 경우 보험회사는 대통령령으로 정 하는 기간 이내에 금융위원회에 보고하여야 한다.<신설 2020. 12. 8.> ④ 제1항제1호에도 불구하고 보험회사의 대주주가 「은행법」
제16조의2	[]	REGULATION	자회사 소유 제한	보험회사	소유할 수 없다	은행	PROHIBITIVE	제16조의2제1항에 따른 비금융주력자인 경우에는 그 보험회사는 「은행법」에 따른 은행을 자회사로 소유할 수 없다.<개정 2020. 12. 8.> ⑤ 보험회사가 소유하고 있는 자회사가 업무를 추가하거나 변경하는 경우에는 제1항부터 제3항까지의 규정을 준용 한다.<개정 2020. 12. 8.> ⑥ 금융위원회는 제2항에 따른 신고를 받은 경우(제5항에 따라 준용되는 경우를 포함한다) 그 내용을 검토하여 이 법에 적합하면 신고를 수리하여야 한다.<신설 2020. 12. 8.> ⑦ 제1항부터 제3항까지의 규정에 따른 승인, 신고 또는 보고의 요건, 절차 등 필요한 사항은 대통령령으로 정한다. <개정 2020. 12. 8.> [전문개정 2010. 7. 23.]}
제116조(자회사와의 금지행위)	[]	REGULATION	자회사와의 금지행위	보험회사	행위	자회사	PROHIBITIVE	제116조(자회사와의 금지행위) 보험회사는 자회사와 다음 각 호의 행위를 하여서는 아니 된다. 1. 자산을 대통령령으로 정하는 바에 따라 무상으로 양도하거나 일반적인 거래 조건에 비추어 해당 보험회사에 뚜 렷하게 불리한 조건으로 매매ㆍ교환ㆍ신용공여 또는 재보험계약을 하는 행위 2. 자회사가 소유하는 주식을 담보로 하는 신용공여 및 자회사가 다른 회사에 출자하는 것을 지원하기 위한 신용공 여 3. 자회사 임직원에 대한 대출(보험약관에 따른 대출과 금융위원회가 정하는 소액대출은 제외한다) [전문개정 2010. 7. 23.]
제117조	[6, None, 117, None]	REGULATION	자회사 보고의무	보험회사	제출	금융위원회	MANDATORY	제117조(자회사에 관한 보고의무 등) ① 보험회사는 자회사를 소유하게 된 날부터 15일 이내에 그 자회사의 정관과 대 통령령으로 정하는 서류를 금융위원회에 제출하여야 한다. ② 보험회사는 자회사의 사업연도가 끝난 날부터 3개월 이내에 자회사의 재무상태표와 대통령령으로 정하는 서류 를 금융위원회에 제출하여야 한다.<개정 2021. 4. 20.> ③ 보험회사의 자회사가 대통령령으로 정하는 자회사인 경우에는 제1항 및 제2항에 따른 제출서류 일부를 대통령 령으로 정하는 바에 따라 제출하지 아니할 수 있다. [전문개정 2010. 7. 23.] 제6장 계산 <개정 2010. 7. 23.>
제118조	[]	REGULATION	재무제표 제출	보험회사	제출	재무제표	MANDATORY	제118조(재무제표 등의 제출) ① 보험회사는 매년 대통령령으로 정하는 날에 그 장부를 폐쇄하여야 하고 장부를 폐쇄 한 날부터 3개월 이내에 금융위원회가 정하는 바에 따라 재무제표(부속명세서를 포함한다) 및 사업보고서를 금융위 원회에 제출하여야 한다. ② 보험회사는 매월의 업무 내용을 적은 보고서를 다음 달 말일까지 금융위원회가 정하는 바에 따라 금융위원회에 제출하여야 한다. ③ 보험회사는 제1항 및 제2항에 따른 제출서류를 대통령령으로 정하는 바에 따라 전자문서로 제출할 수 있다. [전문개정 2010. 7. 23.]
제119조	[]	REGULATION	서류의 비치	보험회사				제119조(서류의 비치 등) 보험회사는
제118조제1항	[None, None, 118, 1]	REGULATION	재무제표 및 사업보고서 열람	금융기관	비치	재무제표 및 사업보고서	MANDATORY	제118조제1항에 따른 재무제표 및 사업보고서를 일반인이 열람할 수 있도록 금융 위원회에 제출하는 날부터 본점과 지점, 그 밖의 영업소에 비치하거나 전자문서로 제공하여야 한다. [전문개정 2010. 7. 23.]
제120조	[0, 0, 120, 0]	REGULATION	책임준비금 및 비상위험준비금	보험회사	계상하고 기재하여야 한다	책임준비금 및 비상위험준비금	MANDATORY	제120조(책임준비금 등의 적립) ① 보험회사는 결산기마다 보험계약의 종류에 따라 대통령령으로 정하는 책임준비금 과 비상위험준비금을 계상(計上)하고 따로 작성한 장부에 각각 기재하여야 한다. ② 제1항에 따른 책임준비금과 비상위험준비금의 계상에 관하여 필요한 사항은 총리령으로 정한다. ③ 금융위원회는 제1항에 따른 책임준비금과 비상위험준비금의 적정한 계상과 관련하여 필요한 경우에는 보험회사 의 자산 및 비용, 그 밖에 대통령령으로 정하는 사항에 관한 회계처리기준을 정할 수 있다. [전문개정 2010. 7. 23.]
제120조의2	[]	REGULATION	책임준비금	보험회사	검증	보험종목	MANDATORY	제120조의2(책임준비금의 적정성 검증) ① 보험회사가 경영하는 보험종목의 특성 또는 보험회사의 총자산 규모 등을 고려하여 대통령령으로 정하는 보험회사는
제128조제2항	[]	DEFINITION	독립계리업자					제128조제2항에 따른 독립계리업자 또는
제176조	[]	ACTOR	보험요율 산출 기관	보험요율 산출 기관				제176조에 따른 보험요율 산출 기관으로부터
제120조제1항	[]	REGULATION	검증	책임준비금	검증받다		MANDATORY	제120조제1항에 따라 계상된 책임준비금의 적정성에 대하여 검증을 받아야 한다. ② 제1항에 따른 검증의 구체적인 내용, 절차 및 방법과 그 밖에 검증에 필요한 사항은 대통령령으로 정한다. [본조신설 2020. 12. 8.]
제121조	[]	DEFINITION	배당보험계약				DEFINITIONAL	제121조(배당보험계약의 회계처리 등) ① 보험회사는 배당보험계약(해당 보험계약으로부터 발생하는 이익의 일부를 보 험회사가 보험계약자에게 배당하기로 약정한 보험계약을 말한다. 이하 이 조 및
제121조의2	[]	REGULATION	배당보험계약 회계처리	보험회사	회계처리 및 배당	보험계약자	MANDATORY	제121조의2에서 같다)에 대하여는 대통령령으로 정하는 바에 따라 다른 보험계약과 구분하여 회계처리하여야 한다. ② 보험회사는
제121조의2	[]	REGULATION	회계처리	보험회사	회계처리	자산	PERMISSIVE	보험회사는 배당보험계약 이외의 보험계약에 대하여 자산의 효율적 관리와 계약자 보호를 위하여 필요한 경우에는 보험계약별로 대통령령으로 정하는 바에 따라 금융위원회 승인을 받아 자산 또는 손익을 구분하여 회계처리할 수 있다.
제122조	[]	REGULATION	재평가적립금	보험회사	사용	재평가적립금	MANDATORY	제122조(재평가적립금의 사용에 관한 특례) 보험회사가 「자산재평가법」에 따른 재평가를 한 경우 그 재평가에 따른 재 평가적립금은 같은 법
Unknown	[]	REGULATION	Unknown					제28조제2항 각 호에 따른 처분 이외에 금융위원회의 허가를 받아 보험계약자에 대한 배당을 위하여도 처분할 수 있다. [전문개정 2010. 7. 23.] 제7장 감독 <개정 2010. 7. 23.>
제123조	[]	REGULATION	재무건전성	보험회사	지켜야 한다	재무건전성 기준	MANDATORY	제123조(재무건전성의 유지) ① 보험회사는 보험금 지급능력과 경영건전성을 확보하기 위하여 다음 각 호의 사항에 관 하여 대통령령으로 정하는 재무건전성 기준을 지켜야 한다. 1. 자본의 적정성에 관한 사항 2. 자산의 건전성에 관한 사항 3. 그 밖에 경영건전성 확보에 필요한 사항 ② 금융위원회는 보험회사가 제1항에 따른 기준을 지키지 아니하여 경영건전성을 해칠 우려가 있다고 인정되는 경 우에는 대통령령으로 정하는 바에 따라 자본금 또는 기금의 증액명령, 주식 등 위험자산의 소유 제한 등 필요한 조 치를 할 수 있다. [전문개정 2010. 7. 23.]
제124조	[0, 0, 124, 0]	REGULATION	공시		공시		MANDATORY	제124조(공시 등) ① 보험회사는 보험계약자를 보호하기 위하여 필요한 사항으로서 대통령령으로 정하는 사항을 금융 위원회가 정하는 바에 따라 즉시 공시하여야 한다. ② 보험협회는 보험료ㆍ보험금 등 보험계약에 관한 사항으로서 대통령령으로 정하는 사항을 금융위원회가 정하는 바에 따라 보험소비자가 쉽게 알 수 있도록 비교ㆍ공시하여야 한다. <개정 2022. 12. 31.> ③ 보험협회가 제2항에 따른 비교ㆍ공시를 하는 경우에는 대통령령으로 정하는 바에 따라 보험상품공시위원회를 구성하여야 한다. ④ 보험회사는 제2항에 따른 비교ㆍ공시에 필요한 정보를 보험협회에 제공하여야 한다. ⑤ 보험협회 이외의 자가 보험계약에 관한 사항을 비교ㆍ공시하는 경우에는 제2항에 따라 금융위원회가 정하는 바 에 따라 객관적이고 공정하게 비교ㆍ공시하여야 한다. ⑥ 금융위원회는 제2항 및 제5항에 따른 비교ㆍ공시가 거짓이거나 사실과 달라 보험계약자 등을 보호할 필요가 있 다고 인정되는 경우에는 공시의 중단이나 시정조치 등을 요구할 수 있다. [전문개정 2010. 7. 23.]
제125조	[]	REGULATION	상호협정의 인가	보험회사	받아야	인가	MANDATORY	제125조(상호협정의 인가) ① 보험회사가 그 업무에 관한 공동행위를 하기 위하여 다른 보험회사와 상호협정을 체결 (변경하거나 폐지하려는 경우를 포함한다)하려는 경우에는 대통령령으로 정하는 바에 따라 금융위원회의 인가를 받 아야 한다. 다만, 대통령령으로 정하는 경미한 사항을 변경하려는 경우에는 신고로써 갈음할 수 있다. 법제처 34 국가법령정보센터 보험업법 ② 금융위원회는 공익 또는 보험업의 건전한 발전을 위하여 특히 필요하다고 인정되는 경우에는 보험회사에 대하 여 제1항에 따른 협정의 체결ㆍ변경 또는 폐지를 명하거나 그 협정의 전부 또는 일부에 따를 것을 명할 수 있다. ③ 금융위원회는 제1항 또는 제2항에 따라 상호협정의 체결ㆍ변경 또는 폐지의 인가를 하거나 협정에 따를 것을 명 하려면 미리 공정거래위원회와 협의하여야 한다. 다만, 대통령령으로 정하는 경미한 사항을 변경하려는 경우에는 그러하지 아니하다. [전문개정 2010. 7. 23.]
제126조	[]	REGULATION	정관변경	보험회사	알려야 한다	금융위원회	MANDATORY	보험회사는 정관을 변경한 경우에는 변경한 날부터 7일 이내에 금융위원회에 알려야 한다.
제127조	[0, 0, 127, 0]	REGULATION	기초서류 작성 및 제출	보험회사	작성	기초서류	MANDATORY	제127조(기초서류의 작성 및 제출 등) ① 보험회사는 취급하려는 보험상품에 관한 기초서류를 작성하여야 한다. ② 보험회사는 기초서류를 작성하거나 변경하려는 경우 그 내용이 다음 각 호의 어느 하나에 해당하는 경우에 한정 하여 미리 금융위원회에 신고하여야 한다.<개정 2015. 7. 24., 2020. 12. 8.> 1. 법령의 제정ㆍ개정에 따라 새로운 보험상품이 도입되거나 보험상품 가입이 의무가 되는 경우 2. 삭제<2020. 12. 8.> 3. 보험계약자 보호 등을 위하여 대통령령으로 정하는 경우 ③ 금융위원회는 보험계약자 보호 등을 위하여 필요하다고 인정되면 보험회사에 대하여 취급하고 있는 보험상품의 기초서류에 관한 자료 제출을 요구할 수 있다.<개정 2020. 12. 8.> ④ 금융위원회는 제2항에 따른 신고를 받은 경우 그 내용을 검토하여 이 법에 적합하면 신고를 수리하여야 한다. <신설 2020. 12. 8.> ⑤ 제2항 및 제3항에 따른 신고 또는 제출의 절차 및 방법과 그 밖에 필요한 사항은 대통령령으로 정한다.<개정 2020. 12. 8.> [전문개정 2010. 7. 23.] [제목개정 2020. 12. 8.]
제127조의2	[]		기초서류의 변경 권고	금융위원회				제127조의2(기초서류의 변경 권고) ① 금융위원회는 보험회사가
제127조제2항	[]	DEFINITION	기초서류의 내용	신고한 기초서류			DEFINITIONAL	제127조제2항에 따라 신고한 기초서류의 내용 및 같은 조 제3항에 따라 제출한 기초서류에 관한 자료의 내용이
제128조의3	[]							제128조의3 및
제129조	[]	REGULATION	기초서류 변경 권고	대통령령	권고	기초서류	PERMISSIVE	제129조를 위반하는 경우에는 대통령령 으로 정하는 바에 따라 기초서류의 변경을 권고할 수 있다. ② 제1항에 따른 변경권고는 그 내용 및 사유가 구체적으로 적힌 문서로 하여야 한다. [본조신설 2010. 7. 23.]
제127조의3	[None, None, 127, 3]	REGULATION	기초서류 기재사항 준수	보험회사	준수	기초서류에 기재된 사항	MANDATORY	보험회사는 기초서류에 기재된 사항을 준수하여야 한다.
제128조	[]	REGULATION	기초서류에 대한 확인	금융위원회	확인	기초서류	MANDATORY	제128조(기초서류에 대한 확인) ① 금융위원회는 보험회사가
제127조제2항	[]	PROCEDURE	확인	금융위원회	받다	금융감독원	PERMISSIVE	제127조제2항에 따라 기초서류를 신고할 때 필요하면 「 금융위원회의 설치 등에 관한 법률」에 따라 설립된 금융감독원(이하 “금융감독원”이라 한다)의 확인을 받도록 할 수 있다.
제127조제2항	[]	REGULATION	보험료 및 해약환급금 산출방법서	기초서류	신고	보험료 및 해약환급금	MANDATORY	제127조제2항에 따라 기초서류를 신고하는 경우 보험료 및 해약환급금 산출방법서에 대하여
제176조	[]	PROCEDURE	검증확인서	보험요율 산출기관	첨부	검증확인서	PERMISSIVE	제176조에 따른 보험요율 산출기관 또는 대통령령으로 정하는 보험계리업자(이하 “독립계리업자”라 한다 )의 검증확인서를 첨부하도록 할 수 있다.<개정 2022. 12. 31.> [전문개정 2010. 7. 23.]
제128조의2	[]	REGULATION	기초서류 관리기준	보험회사	정하고 지키다	기초서류 관리기준	MANDATORY	제128조의2(기초서류 관리기준) ① 보험회사는 기초서류를 작성하거나 변경할 때 지켜야 할 절차와 기준(이하 “기초서류관리기준”이라 한다)을 정하고 이를 지켜야 한다. ② 기초서류관리기준에는 다음 각 호의 사항이 포함되어야 한다. 1. 기초서류 작성ㆍ변경의 절차 및 기준 2. 기초서류의 적정성에 대한 내부ㆍ외부 검증 절차 및 방법 3. 기초서류 작성 오류에 대한 통제 및 수정 방법 4. 기초서류 작성 및 관리과정을 감시ㆍ통제ㆍ평가하는 방법 및 관련 임직원 또는
제181조제2항	[181, 2]	REGULATION	기초서류관리기준	보험회사	보고	금융위원회	MANDATORY	제181조제2항에 따른 선임계리 사의 역할과 책임 5. 그 밖에 기초서류관리기준의 제정ㆍ개정 절차 등 대통령령으로 정하는 사항 ③ 보험회사는 기초서류관리기준을 제정ㆍ개정하는 경우에는 금융위원회에 보고하여야 하며, 금융위원회는 해당 기준이나 그 운용이 부당하다고 판단되면 기준의 변경 또는 업무의 개선을 명할 수 있다. ④ 제1항부터 제3항까지에 규정한 사항 외에 기초서류관리기준의 작성 및 운용 등에 필요한 사항은 대통령령으로 정한다. [본조신설 2010. 7. 23.]
제128조의3	[]	REGULATION	기초서류 작성 및 변경	보험회사	지켜야 한다	각 호의 사항	MANDATORY	제128조의3(기초서류 작성ㆍ변경 원칙) ① 보험회사는 기초서류를 작성ㆍ변경할 때 다음 각 호의 사항을 지켜야 한다. 1. 이 법 또는 다른 법령에 위반되는 내용을 포함하지 아니할 것 2. 정당한 사유 없는 보험계약자의 권리 축소 또는 의무 확대 등 보험계약자에게 불리한 내용을 포함하지 아니할 것 3. 그 밖에 보험계약자 보호, 재무건전성 확보 등을 위하여 대통령령으로 정하는 바에 따라 금융위원회가 정하는 기 준에 적합할 것 ② 보험회사가 기초서류를 작성ㆍ변경할 때 그 내용이
제127조제2항	[]	REGULATION	추정		추정	제 1항 각 호의 사항	MANDATORY	제127조제2항 각 호의 어느 하나에 해당하지 아니하면 제 1항 각 호의 사항을 지켜 작성ㆍ변경한 것으로 추정(推定)한다. [본조신설 2010. 7. 23.]
Unknown	[]	REGULATION	Unknown					제128조의4(보험약관 등의 이해도 평가) ① 금융위원회는 보험소비자와 보험의 모집에 종사하는 자 등 대통령령으로 정하는 자(이하 이 조에서 “보험소비자등”이라 한다)를 대상으로 다음 각 호의 사항에 대한 이해도를 평가하고 그 결 과를 대통령령으로 정하는 바에 따라 공시할 수 있다. <개정 2011. 5. 19., 2020. 5. 19.> 1. 보험약관 2. 보험안내자료 중 금융위원회가 정하여 고시하는 자료 ② 금융위원회는 제1항에 따른 보험약관과 보험안내자료(이하 이 조에서 “보험약관등”이라 한다)에 대한 보험소비 자등의 이해도를 평가하기 위해 평가대행기관을 지정할 수 있다.<개정 2011. 5. 19., 2020. 5. 19.> ③ 제2항에 따라 지정된 평가대행기관은 조사대상 보험약관등에 대하여 보험소비자등의 이해도를 평가하고 그 결 과를 금융위원회에 보고하여야 한다.<개정 2011. 5. 19., 2020. 5. 19.> ④ 보험약관등의 이해도 평가에 수반되는 비용의 부담, 평가 시기, 평가 방법 등 평가에 관한 사항은 금융위원회가 정한다.<개정 2020. 5. 19.> [본조신설 2010. 7. 23.] [제목개정 2020. 5. 19.]
제129조	[]	REGULATION	보험요율	보험회사	산출	보험요율	MANDATORY	제129조(보험요율 산출의 원칙) 보험회사는 보험요율을 산출할 때 객관적이고 합리적인 통계자료를 기초로 대수(大數 )의 법칙 및 통계신뢰도를 바탕으로 하여야 하며, 다음 각 호의 사항을 지켜야 한다. <개정 2016. 3. 29.> 1. 보험요율이 보험금과 그 밖의 급부(給付)에 비하여 지나치게 높지 아니할 것 2. 보험요율이 보험회사의 재무건전성을 크게 해칠 정도로 낮지 아니할 것 3. 보험요율이 보험계약자 간에 부당하게 차별적이지 아니할 것 4. 자동차보험의 보험요율인 경우 보험금과 그 밖의 급부와 비교할 때 공정하고 합리적인 수준일 것 [전문개정 2010. 7. 23.]
제130조	[]	PROCEDURE	보고	보험회사	보고	금융위원회	MANDATORY	제130조(보고사항) 보험회사는 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우에는 그 사유가 발생한 날부터 5일 이내에 금융위원회에 보고하여야 한다. 법제처 36 국가법령정보센터 보험업법 1. 상호나 명칭을 변경한 경우 2. 삭제<2015. 7. 31.> 3. 본점의 영업을 중지하거나 재개(再開)한 경우 4. 최대주주가 변경된 경우 5. 대주주가 소유하고 있는 주식 총수가 의결권 있는 발행주식 총수의 100분의 1 이상만큼 변동된 경우 6. 그 밖에 해당 보험회사의 업무 수행에 중대한 영향을 미치는 경우로서 대통령령으로 정하는 경우 [전문개정 2010. 7. 23.]
